game,ply,move_number,side,fen_before,played_move,played_uci,best_uci,best_san,best_score_cp,after_score_cp,loss_cp,phase,is_capture,mate_event
990,51,26,White,5r1k/pp4pp/8/2P2p1n/1P3P2/5RP1/PQ1P3P/4q1K1 w - - 2 26,Kg2,g1g2,f3f1,Rf1,-454,-514,60,endgame,False,False
990,52,26,Black,5r1k/pp4pp/8/2P2p1n/1P3P2/5RP1/PQ1P2KP/4q3 b - - 3 26,Re8,f8e8,f8d8,Rd8,514,330,184,endgame,False,False
990,53,27,White,4r2k/pp4pp/8/2P2p1n/1P3P2/5RP1/PQ1P2KP/4q3 w - - 4 27,Rf1,f3f1,b2d4,Qd4,-489,-582,93,endgame,False,False
990,54,27,Black,4r2k/pp4pp/8/2P2p1n/1P3P2/6P1/PQ1P2KP/4qR2 b - - 5 27,Re2+,e8e2,e1e4,Qe4+,628,377,251,endgame,False,False
990,55,28,White,7k/pp4pp/8/2P2p1n/1P3P2/6P1/PQ1Pr1KP/4qR2 w - - 6 28,Rf2,f1f2,g2g1,Kg1,-386,-1000,614,endgame,False,True
990,56,28,Black,7k/pp4pp/8/2P2p1n/1P3P2/6P1/PQ1PrRKP/4q3 b - - 7 28,Qxf2+,e1f2,e1f2,Qxf2+,1000,1000,0,endgame,True,True
990,57,29,White,7k/pp4pp/8/2P2p1n/1P3P2/6P1/PQ1PrqKP/8 w - - 0 29,Kh3,g2h3,g2h3,Kh3,-1000,-1000,0,endgame,False,True
990,58,29,Black,7k/pp4pp/8/2P2p1n/1P3P2/6PK/PQ1Prq1P/8 b - - 1 29,Qxh2#,f2h2,f2h2,Qxh2#,1000,-1000,2000,endgame,True,True
991,1,1,White,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e4,e2e4,e2e4,e4,32,32,0,opening,False,False
991,2,1,Black,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e5,e7e5,e7e5,e5,-32,-32,0,opening,False,False
991,3,2,White,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,f4,f2f4,g1f3,Nf3,32,-17,49,opening,False,False
991,4,2,Black,rnbqkbnr/pppp1ppp/8/4p3/4PP2/8/PPPP2PP/RNBQKBNR b KQkq - 0 2,Nc6,b8c6,e5f4,exf4,24,-4,28,opening,False,False
991,5,3,White,r1bqkbnr/pppp1ppp/2n5/4p3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq - 1 3,Nf3,g1f3,g1f3,Nf3,4,4,0,opening,False,False
991,6,3,Black,r1bqkbnr/pppp1ppp/2n5/4p3/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 2 3,d6,d7d6,e5f4,exf4,-4,-25,21,opening,False,False
991,7,4,White,r1bqkbnr/ppp2ppp/2np4/4p3/4PP2/5N2/PPPP2PP/RNBQKB1R w KQkq - 0 4,d3,d2d3,f1c4,Bc4,25,2,23,opening,False,False
991,8,4,Black,r1bqkbnr/ppp2ppp/2np4/4p3/4PP2/3P1N2/PPP3PP/RNBQKB1R b KQkq - 0 4,f5,f7f5,g7g6,g6,-6,-17,11,opening,False,False
991,9,5,White,r1bqkbnr/ppp3pp/2np4/4pp2/4PP2/3P1N2/PPP3PP/RNBQKB1R w KQkq - 0 5,Be2,f1e2,g2g3,g3,15,2,13,opening,False,False
991,10,5,Black,r1bqkbnr/ppp3pp/2np4/4pp2/4PP2/3P1N2/PPP1B1PP/RNBQK2R b KQkq - 1 5,fxe4,f5e4,g8f6,Nf6,-2,-85,83,opening,True,False
991,11,6,White,r1bqkbnr/ppp3pp/2np4/4p3/4pP2/3P1N2/PPP1B1PP/RNBQK2R w KQkq - 0 6,dxe4,d3e4,d3e4,dxe4,85,67,18,opening,True,False
991,12,6,Black,r1bqkbnr/ppp3pp/2np4/4p3/4PP2/5N2/PPP1B1PP/RNBQK2R b KQkq - 0 6,Bg4,c8g4,e5f4,exf4,-69,-105,36,opening,False,False
991,13,7,White,r2qkbnr/ppp3pp/2np4/4p3/4PPb1/5N2/PPP1B1PP/RNBQK2R w KQkq - 1 7,O-O,e1g1,f4f5,f5,99,77,22,opening,False,False
991,14,7,Black,r2qkbnr/ppp3pp/2np4/4p3/4PPb1/5N2/PPP1B1PP/RNBQ1RK1 b kq - 2 7,Nf6,g8f6,e5f4,exf4,-77,-92,15,opening,False,False
991,15,8,White,r2qkb1r/ppp3pp/2np1n2/4p3/4PPb1/5N2/PPP1B1PP/RNBQ1RK1 w kq - 3 8,Qd3,d1d3,b1c3,Nc3,92,21,71,opening,False,False
991,16,8,Black,r2qkb1r/ppp3pp/2np1n2/4p3/4PPb1/3Q1N2/PPP1B1PP/RNB2RK1 b kq - 4 8,a6,a7a6,d6d5,d5,15,-98,113,opening,False,False
991,17,9,White,r2qkb1r/1pp3pp/p1np1n2/4p3/4PPb1/3Q1N2/PPP1B1PP/RNB2RK1 w kq - 0 9,a3,a2a3,b1c3,Nc3,98,49,49,opening,False,False
991,18,9,Black,r2qkb1r/1pp3pp/p1np1n2/4p3/4PPb1/P2Q1N2/1PP1B1PP/RNB2RK1 b kq - 0 9,Be7,f8e7,f8e7,Be7,-49,-49,0,opening,False,False
991,19,10,White,r2qk2r/1pp1b1pp/p1np1n2/4p3/4PPb1/P2Q1N2/1PP1B1PP/RNB2RK1 w kq - 1 10,Ng5,f3g5,b1c3,Nc3,49,-12,61,opening,False,False
991,20,10,Black,r2qk2r/1pp1b1pp/p1np1n2/4p1N1/4PPb1/P2Q4/1PP1B1PP/RNB2RK1 b kq - 2 10,O-O,e8g8,h7h6,h6,2,-261,263,opening,False,False
991,21,11,White,r2q1rk1/1pp1b1pp/p1np1n2/4p1N1/4PPb1/P2Q4/1PP1B1PP/RNB2RK1 w - - 3 11,Bxg4,e2g4,e2g4,Bxg4,242,446,0,opening,True,False
991,22,11,Black,r2q1rk1/1pp1b1pp/p1np1n2/4p1N1/4PPB1/P2Q4/1PP3PP/RNB2RK1 b - - 0 11,Nxg4,f6g4,f6g4,Nxg4,-446,-440,0,opening,True,False
991,23,12,White,r2q1rk1/1pp1b1pp/p1np4/4p1N1/4PPn1/P2Q4/1PP3PP/RNB2RK1 w - - 0 12,Ne6,g5e6,g5e6,Ne6,440,440,0,opening,False,False
991,24,12,Black,r2q1rk1/1pp1b1pp/p1npN3/4p3/4PPn1/P2Q4/1PP3PP/RNB2RK1 b - - 1 12,Qd7,d8d7,d8b8,Qb8,-440,-460,20,middlegame,False,False
991,25,13,White,r4rk1/1ppqb1pp/p1npN3/4p3/4PPn1/P2Q4/1PP3PP/RNB2RK1 w - - 2 13,Nxf8,e6f8,e6f8,Nxf8,461,461,0,middlegame,True,False
991,26,13,Black,r4Nk1/1ppqb1pp/p1np4/4p3/4PPn1/P2Q4/1PP3PP/RNB2RK1 b - - 0 13,Rxf8,a8f8,a8f8,Rxf8,-461,-457,0,middlegame,True,False
991,27,14,White,5rk1/1ppqb1pp/p1np4/4p3/4PPn1/P2Q4/1PP3PP/RNB2RK1 w - - 0 14,Qd5+,d3d5,h2h3,h3,457,168,289,middlegame,False,False
991,28,14,Black,5rk1/1ppqb1pp/p1np4/3Qp3/4PPn1/P7/1PP3PP/RNB2RK1 b - - 1 14,Kh8,g8h8,g8h8,Kh8,-168,-140,0,middlegame,False,False
991,29,15,White,5r1k/1ppqb1pp/p1np4/3Qp3/4PPn1/P7/1PP3PP/RNB2RK1 w - - 2 15,f5,f4f5,d5d1,Qd1,140,-6,146,middlegame,False,False
991,30,15,Black,5r1k/1ppqb1pp/p1np4/3QpP2/4P1n1/P7/1PP3PP/RNB2RK1 b - - 0 15,Nf6,g4f6,c6d4,Nd4,6,-256,262,middlegame,False,False
991,31,16,White,5r1k/1ppqb1pp/p1np1n2/3QpP2/4P3/P7/1PP3PP/RNB2RK1 w - - 1 16,Qe6,d5e6,d5d3,Qd3,256,49,207,middlegame,False,False
991,32,16,Black,5r1k/1ppqb1pp/p1npQn2/4pP2/4P3/P7/1PP3PP/RNB2RK1 b - - 2 16,Qd8,d7d8,d7e6,Qxe6,-49,-150,101,middlegame,False,False
991,33,17,White,3q1r1k/1pp1b1pp/p1npQn2/4pP2/4P3/P7/1PP3PP/RNB2RK1 w - - 3 17,Nc3,b1c3,e6c4,Qc4,151,15,136,middlegame,False,False
991,34,17,Black,3q1r1k/1pp1b1pp/p1npQn2/4pP2/4P3/P1N5/1PP3PP/R1B2RK1 b - - 4 17,Nd4,c6d4,d6d5,d5,-45,-85,40,middlegame,False,False
991,35,18,White,3q1r1k/1pp1b1pp/p2pQn2/4pP2/3nP3/P1N5/1PP3PP/R1B2RK1 w - - 5 18,Rf2,f1f2,e6c4,Qc4,68,-775,843,middlegame,False,False
991,36,18,Black,3q1r1k/1pp1b1pp/p2pQn2/4pP2/3nP3/P1N5/1PP2RPP/R1B3K1 b - - 6 18,Nxe6,d4e6,d4e6,Nxe6,745,636,109,middlegame,True,False
991,37,19,White,3q1r1k/1pp1b1pp/p2pnn2/4pP2/4P3/P1N5/1PP2RPP/R1B3K1 w - - 0 19,fxe6,f5e6,f5e6,fxe6,-627,-669,42,middlegame,True,False
991,38,19,Black,3q1r1k/1pp1b1pp/p2pPn2/4p3/4P3/P1N5/1PP2RPP/R1B3K1 b - - 0 19,Ng4,f6g4,c7c6,c6,668,619,49,middlegame,False,False
991,39,20,White,3q1r1k/1pp1b1pp/p2pP3/4p3/4P1n1/P1N5/1PP2RPP/R1B3K1 w - - 1 20,Rxf8+,f2f8,f2f7,Rf7,-591,-749,158,middlegame,True,False
991,40,20,Black,3q1R1k/1pp1b1pp/p2pP3/4p3/4P1n1/P1N5/1PP3PP/R1B3K1 b - - 0 20,Qxf8,d8f8,e7f8,Bxf8,657,820,0,middlegame,True,False
991,41,21,White,5q1k/1pp1b1pp/p2pP3/4p3/4P1n1/P1N5/1PP3PP/R1B3K1 w - - 0 21,Bd2,c1d2,c1d2,Bd2,-689,-976,287,middlegame,False,False
991,42,21,Black,5q1k/1pp1b1pp/p2pP3/4p3/4P1n1/P1N5/1PPB2PP/R5K1 b - - 1 21,Qf2+,f8f2,f8f2,Qf2+,724,786,0,middlegame,False,False
991,43,22,White,7k/1pp1b1pp/p2pP3/4p3/4P1n1/P1N5/1PPB1qPP/R5K1 w - - 2 22,Kh1,g1h1,g1h1,Kh1,-970,-864,0,middlegame,False,False
991,44,22,Black,7k/1pp1b1pp/p2pP3/4p3/4P1n1/P1N5/1PPB1qPP/R6K b - - 3 22,Qxd2,f2d2,c7c5,c5,630,735,0,endgame,True,False
991,45,23,White,7k/1pp1b1pp/p2pP3/4p3/4P1n1/P1N5/1PPq2PP/R6K w - - 0 23,Nd5,c3d5,c3d5,Nd5,-836,-894,58,endgame,False,False
991,46,23,Black,7k/1pp1b1pp/p2pP3/3Np3/4P1n1/P7/1PPq2PP/R6K b - - 1 23,Bd8,e7d8,g4f2,Nf2+,734,361,373,endgame,False,False
991,47,24,White,3b3k/1pp3pp/p2pP3/3Np3/4P1n1/P7/1PPq2PP/R6K w - - 2 24,e7,e6e7,a1f1,Rf1,-361,-785,424,endgame,False,False
991,48,24,Black,3b3k/1pp1P1pp/p2p4/3Np3/4P1n1/P7/1PPq2PP/R6K b - - 0 24,Bxe7,d8e7,d8e7,Bxe7,857,769,88,endgame,True,False
991,49,25,White,7k/1pp1b1pp/p2p4/3Np3/4P1n1/P7/1PPq2PP/R6K w - - 0 25,Nxe7,d5e7,h2h3,h3,-772,-771,0,endgame,True,False
991,50,25,Black,7k/1pp1N1pp/p2p4/4p3/4P1n1/P7/1PPq2PP/R6K b - - 0 25,Qe3,d2e3,d2e2,Qe2,833,662,171,endgame,False,False
991,51,26,White,7k/1pp1N1pp/p2p4/4p3/4P1n1/P3q3/1PP3PP/R6K w - - 1 26,Rf1,a1f1,a1f1,Rf1,-662,-662,0,endgame,False,False
991,52,26,Black,7k/1pp1N1pp/p2p4/4p3/4P1n1/P3q3/1PP3PP/5R1K b - - 2 26,Nf2+,g4f2,g4f2,Nf2+,662,532,130,endgame,False,False
991,53,27,White,7k/1pp1N1pp/p2p4/4p3/4P3/P3q3/1PP2nPP/5R1K w - - 3 27,Kg1,h1g1,h1g1,Kg1,-532,-520,0,endgame,False,False
991,54,27,Black,7k/1pp1N1pp/p2p4/4p3/4P3/P3q3/1PP2nPP/5RK1 b - - 4 27,Nh3+,f2h3,f2h3,Nh3+,520,520,0,endgame,False,False
991,55,28,White,7k/1pp1N1pp/p2p4/4p3/4P3/P3q2n/1PP3PP/5RK1 w - - 5 28,Kh1,g1h1,g1h1,Kh1,-520,-520,0,endgame,False,False
991,56,28,Black,7k/1pp1N1pp/p2p4/4p3/4P3/P3q2n/1PP3PP/5R1K b - - 6 28,Qg1+,e3g1,h3f2,Nf2+,520,1000,0,endgame,False,True
991,57,29,White,7k/1pp1N1pp/p2p4/4p3/4P3/P6n/1PP3PP/5RqK w - - 7 29,Rxg1,f1g1,f1g1,Rxg1,-1000,-1000,0,endgame,True,True
991,58,29,Black,7k/1pp1N1pp/p2p4/4p3/4P3/P6n/1PP3PP/6RK b - - 0 29,Nf2#,h3f2,h3f2,Nf2#,1000,-1000,2000,endgame,False,True
992,1,1,White,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d4,d2d4,e2e4,e4,32,19,13,opening,False,False
992,2,1,Black,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d5,d7d5,g8f6,Nf6,-19,-20,1,opening,False,False
992,3,2,White,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,b3,b2b3,c2c4,c4,20,-20,40,opening,False,False
992,4,2,Black,rnbqkbnr/ppp1pppp/8/3p4/3P4/1P6/P1P1PPPP/RNBQKBNR b KQkq - 0 2,Bf5,c8f5,c7c5,c5,26,8,18,opening,False,False
992,5,3,White,rn1qkbnr/ppp1pppp/8/3p1b2/3P4/1P6/P1P1PPPP/RNBQKBNR w KQkq - 1 3,Bb2,c1b2,c1a3,Ba3,-8,-18,10,opening,False,False
992,6,3,Black,rn1qkbnr/ppp1pppp/8/3p1b2/3P4/1P6/PBP1PPPP/RN1QKBNR b KQkq - 2 3,e6,e7e6,e7e6,e6,19,10,9,opening,False,False
992,7,4,White,rn1qkbnr/ppp2ppp/4p3/3p1b2/3P4/1P6/PBP1PPPP/RN1QKBNR w KQkq - 0 4,a3,a2a3,e2e3,e3,-12,-26,14,opening,False,False
992,8,4,Black,rn1qkbnr/ppp2ppp/4p3/3p1b2/3P4/PP6/1BP1PPPP/RN1QKBNR b KQkq - 0 4,Bd6,f8d6,b8d7,Nd7,21,14,7,opening,False,False
992,9,5,White,rn1qk1nr/ppp2ppp/3bp3/3p1b2/3P4/PP6/1BP1PPPP/RN1QKBNR w KQkq - 1 5,Nc3,b1c3,g1f3,Nf3,-14,-45,31,opening,False,False
992,10,5,Black,rn1qk1nr/ppp2ppp/3bp3/3p1b2/3P4/PPN5/1BP1PPPP/R2QKBNR b KQkq - 2 5,Nf6,g8f6,c7c6,c6,45,50,0,opening,False,False
992,11,6,White,rn1qk2r/ppp2ppp/3bpn2/3p1b2/3P4/PPN5/1BP1PPPP/R2QKBNR w KQkq - 3 6,e3,e2e3,e2e3,e3,-50,-55,5,opening,False,False
992,12,6,Black,rn1qk2r/ppp2ppp/3bpn2/3p1b2/3P4/PPN1P3/1BP2PPP/R2QKBNR b KQkq - 0 6,O-O,e8g8,b8d7,Nbd7,55,50,5,opening,False,False
992,13,7,White,rn1q1rk1/ppp2ppp/3bpn2/3p1b2/3P4/PPN1P3/1BP2PPP/R2QKBNR w KQ - 1 7,h3,h2h3,c3b5,Nb5,-51,-53,2,opening,False,False
992,14,7,Black,rn1q1rk1/ppp2ppp/3bpn2/3p1b2/3P4/PPN1P2P/1BP2PP1/R2QKBNR b KQ - 0 7,a6,a7a6,h7h6,h6,53,4,49,opening,False,False
992,15,8,White,rn1q1rk1/1pp2ppp/p2bpn2/3p1b2/3P4/PPN1P2P/1BP2PP1/R2QKBNR w KQ - 0 8,Qd2,d1d2,g2g4,g4,5,-78,83,opening,False,False
992,16,8,Black,rn1q1rk1/1pp2ppp/p2bpn2/3p1b2/3P4/PPN1P2P/1BPQ1PP1/R3KBNR b KQ - 1 8,c5,c7c5,b7b5,b5,80,58,22,opening,False,False
992,17,9,White,rn1q1rk1/1p3ppp/p2bpn2/2pp1b2/3P4/PPN1P2P/1BPQ1PP1/R3KBNR w KQ - 0 9,f3,f2f3,d4c5,dxc5,-58,-233,175,opening,False,False
992,18,9,Black,rn1q1rk1/1p3ppp/p2bpn2/2pp1b2/3P4/PPN1PP1P/1BPQ2P1/R3KBNR b KQ - 0 9,b5,b7b5,c5d4,cxd4,248,148,100,opening,False,False
992,19,10,White,rn1q1rk1/5ppp/p2bpn2/1ppp1b2/3P4/PPN1PP1P/1BPQ2P1/R3KBNR w KQ - 0 10,dxc5,d4c5,d4c5,dxc5,-148,-145,0,opening,True,False
992,20,10,Black,rn1q1rk1/5ppp/p2bpn2/1pPp1b2/8/PPN1PP1P/1BPQ2P1/R3KBNR b KQ - 0 10,Bg3+,d6g3,d6c5,Bxc5,145,19,126,opening,False,False
992,21,11,White,rn1q1rk1/5ppp/p3pn2/1pPp1b2/8/PPN1PPbP/1BPQ2P1/R3KBNR w KQ - 1 11,Kd1,e1d1,e1d1,Kd1,-19,-41,22,opening,False,False
992,22,11,Black,rn1q1rk1/5ppp/p3pn2/1pPp1b2/8/PPN1PPbP/1BPQ2P1/R2K1BNR b - - 2 11,Nc6,b8c6,e6e5,e5,43,-26,69,opening,False,False
992,23,12,White,r2q1rk1/5ppp/p1n1pn2/1pPp1b2/8/PPN1PPbP/1BPQ2P1/R2K1BNR w - - 3 12,Nce2,c3e2,g1e2,Nge2,26,-51,77,opening,False,False
992,24,12,Black,r2q1rk1/5ppp/p1n1pn2/1pPp1b2/8/PP2PPbP/1BPQN1P1/R2K1BNR b - - 4 12,Bc7,g3c7,f6h5,Nh5,56,-11,67,middlegame,False,False
992,25,13,White,r2q1rk1/2b2ppp/p1n1pn2/1pPp1b2/8/PP2PP1P/1BPQN1P1/R2K1BNR w - - 5 13,Kc1,d1c1,e2d4,Nd4,11,-75,86,middlegame,False,False
992,26,13,Black,r2q1rk1/2b2ppp/p1n1pn2/1pPp1b2/8/PP2PP1P/1BPQN1P1/R1K2BNR b - - 6 13,a5,a6a5,c6a5,Na5,75,-129,204,middlegame,False,False
992,27,14,White,r2q1rk1/2b2ppp/2n1pn2/ppPp1b2/8/PP2PP1P/1BPQN1P1/R1K2BNR w - - 0 14,g4,g2g4,e2d4,Nd4,123,31,92,middlegame,False,False
992,28,14,Black,r2q1rk1/2b2ppp/2n1pn2/ppPp1b2/6P1/PP2PP1P/1BPQN3/R1K2BNR b - - 0 14,Bg6,f5g6,f6e4,Ne4,-31,-67,36,middlegame,False,False
992,29,15,White,r2q1rk1/2b2ppp/2n1pnb1/ppPp4/6P1/PP2PP1P/1BPQN3/R1K2BNR w - - 1 15,h4,h3h4,e2d4,Nd4,61,-7,68,middlegame,False,False
992,30,15,Black,r2q1rk1/2b2ppp/2n1pnb1/ppPp4/6PP/PP2PP2/1BPQN3/R1K2BNR b - - 0 15,h5,h7h5,h7h5,h5,-20,-5,0,middlegame,False,False
992,31,16,White,r2q1rk1/2b2pp1/2n1pnb1/ppPp3p/6PP/PP2PP2/1BPQN3/R1K2BNR w - - 0 16,g5,g4g5,g4g5,g5,8,15,0,middlegame,False,False
992,32,16,Black,r2q1rk1/2b2pp1/2n1pnb1/ppPp2Pp/7P/PP2PP2/1BPQN3/R1K2BNR b - - 0 16,Nd7,f6d7,f6d7,Nd7,-15,-15,0,middlegame,False,False
992,33,17,White,r2q1rk1/2bn1pp1/2n1p1b1/ppPp2Pp/7P/PP2PP2/1BPQN3/R1K2BNR w - - 1 17,f4,f3f4,e2d4,Nd4,15,-193,208,middlegame,False,False
992,34,17,Black,r2q1rk1/2bn1pp1/2n1p1b1/ppPp2Pp/5P1P/PP2P3/1BPQN3/R1K2BNR b - - 0 17,Nxc5,d7c5,d7c5,Nxc5,193,181,12,middlegame,True,False
992,35,18,White,r2q1rk1/2b2pp1/2n1p1b1/ppnp2Pp/5P1P/PP2P3/1BPQN3/R1K2BNR w - - 0 18,Nd4,e2d4,e2d4,Nd4,-181,-271,90,middlegame,False,False
992,36,18,Black,r2q1rk1/2b2pp1/2n1p1b1/ppnp2Pp/3N1P1P/PP2P3/1BPQ4/R1K2BNR b - - 1 18,Nxd4,c6d4,c5e4,Ne4,271,228,43,middlegame,True,False
992,37,19,White,r2q1rk1/2b2pp1/4p1b1/ppnp2Pp/3n1P1P/PP2P3/1BPQ4/R1K2BNR w - - 0 19,exd4,e3d4,d2d4,Qxd4,-228,-499,271,middlegame,True,False
992,38,19,Black,r2q1rk1/2b2pp1/4p1b1/ppnp2Pp/3P1P1P/PP6/1BPQ4/R1K2BNR b - - 0 19,Ne4,c5e4,c5e4,Ne4,472,376,96,middlegame,False,False
992,39,20,White,r2q1rk1/2b2pp1/4p1b1/pp1p2Pp/3PnP1P/PP6/1BPQ4/R1K2BNR w - - 1 20,Qh2,d2h2,d2e3,Qe3,-422,-606,184,middlegame,False,False
992,40,20,Black,r2q1rk1/2b2pp1/4p1b1/pp1p2Pp/3PnP1P/PP6/1BP4Q/R1K2BNR b - - 2 20,Qb8,d8b8,d8b8,Qb8,606,608,0,middlegame,False,False
992,41,21,White,rq3rk1/2b2pp1/4p1b1/pp1p2Pp/3PnP1P/PP6/1BP4Q/R1K2BNR w - - 3 21,Bd3,f1d3,g1h3,Nh3,-578,-1000,422,middlegame,False,False
992,42,21,Black,rq3rk1/2b2pp1/4p1b1/pp1p2Pp/3PnP1P/PP1B4/1BP4Q/R1K3NR b - - 4 21,Bxf4+,c7f4,c7f4,Bxf4+,1000,908,92,middlegame,True,False
992,43,22,White,rq3rk1/5pp1/4p1b1/pp1p2Pp/3Pnb1P/PP1B4/1BP4Q/R1K3NR w - - 0 22,Kb1,c1b1,h2f4,Qxf4,-773,-869,96,middlegame,False,False
992,44,22,Black,rq3rk1/5pp1/4p1b1/pp1p2Pp/3Pnb1P/PP1B4/1BP4Q/RK4NR b - - 1 22,Nd2+,e4d2,f4h2,Bxh2,951,790,161,middlegame,False,False
992,45,23,White,rq3rk1/5pp1/4p1b1/pp1p2Pp/3P1b1P/PP1B4/1BPn3Q/RK4NR w - - 2 23,Ka2,b1a2,h2d2,Qxd2,-790,-969,179,middlegame,False,False
992,46,23,Black,rq3rk1/5pp1/4p1b1/pp1p2Pp/3P1b1P/PP1B4/KBPn3Q/R5NR b - - 3 23,b4,b5b4,f4h2,Bxh2,958,592,366,middlegame,False,False
992,47,24,White,rq3rk1/5pp1/4p1b1/p2p2Pp/1p1P1b1P/PP1B4/KBPn3Q/R5NR w - - 0 24,a4,a3a4,h2e2,Qe2,-592,-890,298,middlegame,False,False
992,48,24,Black,rq3rk1/5pp1/4p1b1/p2p2Pp/Pp1P1b1P/1P1B4/KBPn3Q/R5NR b - - 0 24,Bxh2,f4h2,f4h2,Bxh2,864,901,0,middlegame,True,False
992,49,25,White,rq3rk1/5pp1/4p1b1/p2p2Pp/Pp1P3P/1P1B4/KBPn3b/R5NR w - - 0 25,Bxg6,d3g6,a1d1,Rd1,-947,-959,12,middlegame,True,False
992,50,25,Black,rq3rk1/5pp1/4p1B1/p2p2Pp/Pp1P3P/1P6/KBPn3b/R5NR b - - 0 25,fxg6,f7g6,f7g6,fxg6,1000,1000,0,middlegame,True,False
992,51,26,White,rq3rk1/6p1/4p1p1/p2p2Pp/Pp1P3P/1P6/KBPn3b/R5NR w - - 0 26,Ne2,g1e2,h1h2,Rxh2,-1000,-1000,0,middlegame,False,False
992,52,26,Black,rq3rk1/6p1/4p1p1/p2p2Pp/Pp1P3P/1P6/KBPnN2b/R6R b - - 1 26,Ne4,d2e4,f8f2,Rf2,1000,966,34,middlegame,False,False
992,53,27,White,rq3rk1/6p1/4p1p1/p2p2Pp/Pp1Pn2P/1P6/KBP1N2b/R6R w - - 2 27,Raf1,a1f1,a1f1,Raf1,-883,-953,70,middlegame,False,False
992,54,27,Black,rq3rk1/6p1/4p1p1/p2p2Pp/Pp1Pn2P/1P6/KBP1N2b/5R1R b - - 3 27,Qd6,b8d6,b8d6,Qd6,1000,911,89,middlegame,False,False
992,55,28,White,r4rk1/6p1/3qp1p1/p2p2Pp/Pp1Pn2P/1P6/KBP1N2b/5R1R w - - 4 28,Rxf8+,f1f8,f1a1,Ra1,-937,-916,0,middlegame,True,False
992,56,28,Black,r4Rk1/6p1/3qp1p1/p2p2Pp/Pp1Pn2P/1P6/KBP1N2b/7R b - - 0 28,Rxf8,a8f8,a8f8,Rxf8,916,847,69,middlegame,True,False
992,57,29,White,5rk1/6p1/3qp1p1/p2p2Pp/Pp1Pn2P/1P6/KBP1N2b/7R w - - 0 29,Rc1,h1c1,b2c1,Bc1,-941,-1000,59,middlegame,False,False
992,58,29,Black,5rk1/6p1/3qp1p1/p2p2Pp/Pp1Pn2P/1P6/KBP1N2b/2R5 b - - 1 29,Rf2,f8f2,f8f2,Rf2,1000,995,5,middlegame,False,False
992,59,30,White,6k1/6p1/3qp1p1/p2p2Pp/Pp1Pn2P/1P6/KBP1Nr1b/2R5 w - - 2 30,Re1,c1e1,c1e1,Re1,-980,-1000,20,middlegame,False,False
992,60,30,Black,6k1/6p1/3qp1p1/p2p2Pp/Pp1Pn2P/1P6/KBP1Nr1b/4R3 b - - 3 30,Bg3,h2g3,e4g5,Nxg5,1000,922,78,middlegame,False,False
992,61,31,White,6k1/6p1/3qp1p1/p2p2Pp/Pp1Pn2P/1P4b1/KBP1Nr2/4R3 w - - 4 31,Nxg3,e2g3,e2g3,Nxg3,-937,-975,38,endgame,True,False
992,62,31,Black,6k1/6p1/3qp1p1/p2p2Pp/Pp1Pn2P/1P4N1/KBP2r2/4R3 b - - 0 31,Qxg3,d6g3,d6g3,Qxg3,979,879,100,endgame,True,False
992,63,32,White,6k1/6p1/4p1p1/p2p2Pp/Pp1Pn2P/1P4q1/KBP2r2/4R3 w - - 0 32,Rc1,e1c1,e1c1,Rc1,-962,-1000,38,endgame,False,False
992,64,32,Black,6k1/6p1/4p1p1/p2p2Pp/Pp1Pn2P/1P4q1/KBP2r2/2R5 b - - 1 32,Nc3+,e4c3,g3h4,Qxh4,1000,958,42,endgame,False,False
992,65,33,White,6k1/6p1/4p1p1/p2p2Pp/Pp1P3P/1Pn3q1/KBP2r2/2R5 w - - 2 33,Ka1,a2a1,a2a1,Ka1,-958,-1000,42,endgame,False,False
992,66,33,Black,6k1/6p1/4p1p1/p2p2Pp/Pp1P3P/1Pn3q1/1BP2r2/K1R5 b - - 3 33,Qxh4,g3h4,c3e4,Ne4,1000,1000,0,endgame,True,False
993,1,1,White,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e4,e2e4,e2e4,e4,29,32,0,opening,False,False
993,2,1,Black,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e5,e7e5,e7e5,e5,-32,-32,0,opening,False,False
993,3,2,White,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d4,d2d4,g1f3,Nf3,32,2,30,opening,False,False
993,4,2,Black,rnbqkbnr/pppp1ppp/8/4p3/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,exd4,e5d4,e5d4,exd4,-2,-2,0,opening,True,False
